"site","year","SST"
"OTIS","2009-10-01",1.36163330078125
"CHSWRR","2009-10-01",1.282958984375
"CHSWRG","2009-10-01",1.282958984375
"PSSB","2009-10-01",1.03765869140625
"PSFB","2009-10-01",1.03765869140625
"SYSE","2009-10-01",0.818115234375
"SYSW","2009-10-01",0.818115234375
"SYLM","2009-10-01",0.818115234375
"JBAB","2009-10-01",0.747833251953125
"NRBW","2009-10-01",0.260467529296875
"MEBB","2009-10-01",0.260467529296875
"MEKB","2009-10-01",0.260467529296875
"MEPA","2009-10-01",0.260467529296875
"SWAIN","2009-10-01",1.38031005859375
"OTIS","2009-11-01",1.08209228515625
"CHSWRR","2009-11-01",0.719268798828125
"CHSWRG","2009-11-01",0.719268798828125
"PSSB","2009-11-01",-0.040252685546875
"PSFB","2009-11-01",-0.040252685546875
"SYSE","2009-11-01",0.134735107421875
"SYSW","2009-11-01",0.134735107421875
"SYLM","2009-11-01",0.134735107421875
"JBAB","2009-11-01",0.3695068359375
"NRBW","2009-11-01",0.071990966796875
"MEBB","2009-11-01",0.071990966796875
"MEKB","2009-11-01",0.071990966796875
"MEPA","2009-11-01",0.071990966796875
"SWAIN","2009-11-01",0.951812744140625
"OTIS","2009-12-01",0.226470947265625
"CHSWRR","2009-12-01",-0.4808349609375
"CHSWRG","2009-12-01",-0.4808349609375
"PSSB","2009-12-01",-0.850006103515625
"PSFB","2009-12-01",-0.850006103515625
"SYSE","2009-12-01",-0.81756591796875
"SYSW","2009-12-01",-0.81756591796875
"SYLM","2009-12-01",-0.81756591796875
"JBAB","2009-12-01",-0.52020263671875
"NRBW","2009-12-01",-0.797515869140625
"MEBB","2009-12-01",-0.797515869140625
"MEKB","2009-12-01",-0.797515869140625
"MEPA","2009-12-01",-0.797515869140625
"SWAIN","2009-12-01",-0.175537109375
"OTIS","2010-01-01",-0.483154296875
"CHSWRR","2010-01-01",-0.418670654296875
"CHSWRG","2010-01-01",-0.418670654296875
"PSSB","2010-01-01",-0.20843505859375
"PSFB","2010-01-01",-0.20843505859375
"SYSE","2010-01-01",-0.34625244140625
"SYSW","2010-01-01",-0.34625244140625
"SYLM","2010-01-01",-0.34625244140625
"JBAB","2010-01-01",0.189727783203125
"NRBW","2010-01-01",0.555908203125
"MEBB","2010-01-01",0.555908203125
"MEKB","2010-01-01",0.555908203125
"MEPA","2010-01-01",0.555908203125
"SWAIN","2010-01-01",-0.4918212890625
"OTIS","2010-02-01",-0.197509765625
"CHSWRR","2010-02-01",-0.784149169921875
"CHSWRG","2010-02-01",-0.784149169921875
"PSSB","2010-02-01",-1.3892822265625
"PSFB","2010-02-01",-1.3892822265625
"SYSE","2010-02-01",-1.47662353515625
"SYSW","2010-02-01",-1.47662353515625
"SYLM","2010-02-01",-1.47662353515625
"JBAB","2010-02-01",-1.17758178710938
"NRBW","2010-02-01",-1.41659545898438
"MEBB","2010-02-01",-1.41659545898438
"MEKB","2010-02-01",-1.41659545898438
"MEPA","2010-02-01",-1.41659545898438
"SWAIN","2010-02-01",-0.296142578125
"OTIS","2010-03-01",-1.22967529296875
"CHSWRR","2010-03-01",-2.21029663085938
"CHSWRG","2010-03-01",-2.21029663085938
"PSSB","2010-03-01",-2.4591064453125
"PSFB","2010-03-01",-2.4591064453125
"SYSE","2010-03-01",-2.60488891601562
"SYSW","2010-03-01",-2.60488891601562
"SYLM","2010-03-01",-2.60488891601562
"JBAB","2010-03-01",-2.506591796875
"NRBW","2010-03-01",-2.83111572265625
"MEBB","2010-03-01",-2.83111572265625
"MEKB","2010-03-01",-2.83111572265625
"MEPA","2010-03-01",-2.83111572265625
"SWAIN","2010-03-01",-1.625244140625
"OTIS","2010-04-01",-2.25192260742188
"CHSWRR","2010-04-01",-3.4189453125
"CHSWRG","2010-04-01",-3.4189453125
"PSSB","2010-04-01",-3.6141357421875
"PSFB","2010-04-01",-3.6141357421875
"SYSE","2010-04-01",-3.70889282226562
"SYSW","2010-04-01",-3.70889282226562
"SYLM","2010-04-01",-3.70889282226562
"JBAB","2010-04-01",-3.58224487304688
"NRBW","2010-04-01",-3.97427368164062
"MEBB","2010-04-01",-3.97427368164062
"MEKB","2010-04-01",-3.97427368164062
"MEPA","2010-04-01",-3.97427368164062
"SWAIN","2010-04-01",-2.67697143554688
"OTIS","2010-05-01",-2.98907470703125
"CHSWRR","2010-05-01",-3.97894287109375
"CHSWRG","2010-05-01",-3.97894287109375
"PSSB","2010-05-01",-4.13436889648438
"PSFB","2010-05-01",-4.13436889648438
"SYSE","2010-05-01",-4.18179321289062
"SYSW","2010-05-01",-4.18179321289062
"SYLM","2010-05-01",-4.18179321289062
"JBAB","2010-05-01",-4.15216064453125
"NRBW","2010-05-01",-4.6199951171875
"MEBB","2010-05-01",-4.6199951171875
"MEKB","2010-05-01",-4.6199951171875
"MEPA","2010-05-01",-4.6199951171875
"SWAIN","2010-05-01",-3.40869140625
"OTIS","2010-06-01",-2.92520141601562
"CHSWRR","2010-06-01",-3.68597412109375
"CHSWRG","2010-06-01",-3.68597412109375
"PSSB","2010-06-01",-3.68124389648438
"PSFB","2010-06-01",-3.68124389648438
"SYSE","2010-06-01",-3.68597412109375
"SYSW","2010-06-01",-3.68597412109375
"SYLM","2010-06-01",-3.68597412109375
"JBAB","2010-06-01",-3.76123046875
"NRBW","2010-06-01",-4.44329833984375
"MEBB","2010-06-01",-4.44329833984375
"MEKB","2010-06-01",-4.44329833984375
"MEPA","2010-06-01",-4.44329833984375
"SWAIN","2010-06-01",-3.35025024414062
"OTIS","2010-07-01",-2.63381958007812
"CHSWRR","2010-07-01",-3.19747924804688
"CHSWRG","2010-07-01",-3.19747924804688
"PSSB","2010-07-01",-3.08633422851562
"PSFB","2010-07-01",-3.08633422851562
"SYSE","2010-07-01",-3.24374389648438
"SYSW","2010-07-01",-3.24374389648438
"SYLM","2010-07-01",-3.24374389648438
"JBAB","2010-07-01",-3.27847290039062
"NRBW","2010-07-01",-3.83493041992188
"MEBB","2010-07-01",-3.83493041992188
"MEKB","2010-07-01",-3.83493041992188
"MEPA","2010-07-01",-3.83493041992188
"SWAIN","2010-07-01",-3.0078125
"OTIS","2010-08-01",-1.51348876953125
"CHSWRR","2010-08-01",-1.98895263671875
"CHSWRG","2010-08-01",-1.98895263671875
"PSSB","2010-08-01",-1.8980712890625
"PSFB","2010-08-01",-1.8980712890625
"SYSE","2010-08-01",-2.08627319335938
"SYSW","2010-08-01",-2.08627319335938
"SYLM","2010-08-01",-2.08627319335938
"JBAB","2010-08-01",-2.14138793945312
"NRBW","2010-08-01",-2.27920532226562
"MEBB","2010-08-01",-2.27920532226562
"MEKB","2010-08-01",-2.27920532226562
"MEPA","2010-08-01",-2.27920532226562
"SWAIN","2010-08-01",-1.81207275390625
"OTIS","2010-09-01",-0.332794189453125
"CHSWRR","2010-09-01",-0.88507080078125
"CHSWRG","2010-09-01",-0.88507080078125
"PSSB","2010-09-01",-1.23614501953125
"PSFB","2010-09-01",-1.23614501953125
"SYSE","2010-09-01",-1.31851196289062
"SYSW","2010-09-01",-1.31851196289062
"SYLM","2010-09-01",-1.31851196289062
"JBAB","2010-09-01",-1.16876220703125
"NRBW","2010-09-01",-1.14605712890625
"MEBB","2010-09-01",-1.14605712890625
"MEKB","2010-09-01",-1.14605712890625
"MEPA","2010-09-01",-1.14605712890625
"SWAIN","2010-09-01",-0.52618408203125
"OTIS","2010-10-01",0.23126220703125
"CHSWRR","2010-10-01",0.2071533203125
"CHSWRG","2010-10-01",0.2071533203125
"PSSB","2010-10-01",-0.079864501953125
"PSFB","2010-10-01",-0.079864501953125
"SYSE","2010-10-01",-0.123077392578125
"SYSW","2010-10-01",-0.123077392578125
"SYLM","2010-10-01",-0.123077392578125
"JBAB","2010-10-01",0.51898193359375
"NRBW","2010-10-01",0.954254150390625
"MEBB","2010-10-01",0.954254150390625
"MEKB","2010-10-01",0.954254150390625
"MEPA","2010-10-01",0.954254150390625
"SWAIN","2010-10-01",0.152069091796875
"OTIS","2010-11-01",0.736114501953125
"CHSWRR","2010-11-01",1.01654052734375
"CHSWRG","2010-11-01",1.01654052734375
"PSSB","2010-11-01",0.659210205078125
"PSFB","2010-11-01",0.659210205078125
"SYSE","2010-11-01",0.58489990234375
"SYSW","2010-11-01",0.58489990234375
"SYLM","2010-11-01",0.58489990234375
"JBAB","2010-11-01",0.7955322265625
"NRBW","2010-11-01",0.933929443359375
"MEBB","2010-11-01",0.933929443359375
"MEKB","2010-11-01",0.933929443359375
"MEPA","2010-11-01",0.933929443359375
"SWAIN","2010-11-01",0.539947509765625
"OTIS","2010-12-01",0.53009033203125
"CHSWRR","2010-12-01",0.16265869140625
"CHSWRG","2010-12-01",0.16265869140625
"PSSB","2010-12-01",-0.611724853515625
"PSFB","2010-12-01",-0.611724853515625
"SYSE","2010-12-01",-0.38946533203125
"SYSW","2010-12-01",-0.38946533203125
"SYLM","2010-12-01",-0.38946533203125
"JBAB","2010-12-01",0.0595703125
"NRBW","2010-12-01",-0.141357421875
"MEBB","2010-12-01",-0.141357421875
"MEKB","2010-12-01",-0.141357421875
"MEPA","2010-12-01",-0.141357421875
"SWAIN","2010-12-01",0.281005859375
"OTIS","2011-01-01",0.494781494140625
"CHSWRR","2011-01-01",0.273590087890625
"CHSWRG","2011-01-01",0.273590087890625
"PSSB","2011-01-01",0.137664794921875
"PSFB","2011-01-01",0.137664794921875
"SYSE","2011-01-01",0.098785400390625
"SYSW","2011-01-01",0.098785400390625
"SYLM","2011-01-01",0.098785400390625
"JBAB","2011-01-01",0.418548583984375
"NRBW","2011-01-01",0.545257568359375
"MEBB","2011-01-01",0.545257568359375
"MEKB","2011-01-01",0.545257568359375
"MEPA","2011-01-01",0.545257568359375
"SWAIN","2011-01-01",0.148040771484375
"OTIS","2011-02-01",-0.53216552734375
"CHSWRR","2011-02-01",-0.997955322265625
"CHSWRG","2011-02-01",-0.997955322265625
"PSSB","2011-02-01",-1.02755737304688
"PSFB","2011-02-01",-1.02755737304688
"SYSE","2011-02-01",-1.18496704101562
"SYSW","2011-02-01",-1.18496704101562
"SYLM","2011-02-01",-1.18496704101562
"JBAB","2011-02-01",-0.9923095703125
"NRBW","2011-02-01",-1.29705810546875
"MEBB","2011-02-01",-1.29705810546875
"MEKB","2011-02-01",-1.29705810546875
"MEPA","2011-02-01",-1.29705810546875
"SWAIN","2011-02-01",-1.27667236328125
"OTIS","2011-03-01",-1.37091064453125
"CHSWRR","2011-03-01",-2.319580078125
"CHSWRG","2011-03-01",-2.319580078125
"PSSB","2011-03-01",-2.33236694335938
"PSFB","2011-03-01",-2.33236694335938
"SYSE","2011-03-01",-2.60116577148438
"SYSW","2011-03-01",-2.60116577148438
"SYLM","2011-03-01",-2.60116577148438
"JBAB","2011-03-01",-2.34249877929688
"NRBW","2011-03-01",-2.63351440429688
"MEBB","2011-03-01",-2.63351440429688
"MEKB","2011-03-01",-2.63351440429688
"MEPA","2011-03-01",-2.63351440429688
"SWAIN","2011-03-01",-2.237548828125
"OTIS","2011-04-01",-2.396240234375
"CHSWRR","2011-04-01",-3.30606079101562
"CHSWRG","2011-04-01",-3.30606079101562
"PSSB","2011-04-01",-3.31893920898438
"PSFB","2011-04-01",-3.31893920898438
"SYSE","2011-04-01",-3.44973754882812
"SYSW","2011-04-01",-3.44973754882812
"SYLM","2011-04-01",-3.44973754882812
"JBAB","2011-04-01",-3.347412109375
"NRBW","2011-04-01",-3.69580078125
"MEBB","2011-04-01",-3.69580078125
"MEKB","2011-04-01",-3.69580078125
"MEPA","2011-04-01",-3.69580078125
"SWAIN","2011-04-01",-3.27960205078125
"OTIS","2011-05-01",-2.88262939453125
"CHSWRR","2011-05-01",-3.83563232421875
"CHSWRG","2011-05-01",-3.83563232421875
"PSSB","2011-05-01",-3.8204345703125
"PSFB","2011-05-01",-3.8204345703125
"SYSE","2011-05-01",-3.9571533203125
"SYSW","2011-05-01",-3.9571533203125
"SYLM","2011-05-01",-3.9571533203125
"JBAB","2011-05-01",-3.94097900390625
"NRBW","2011-05-01",-4.36257934570312
"MEBB","2011-05-01",-4.36257934570312
"MEKB","2011-05-01",-4.36257934570312
"MEPA","2011-05-01",-4.36257934570312
"SWAIN","2011-05-01",-3.74600219726562
"OTIS","2011-06-01",-2.92559814453125
"CHSWRR","2011-06-01",-3.80487060546875
"CHSWRG","2011-06-01",-3.80487060546875
"PSSB","2011-06-01",-3.752685546875
"PSFB","2011-06-01",-3.752685546875
"SYSE","2011-06-01",-3.94775390625
"SYSW","2011-06-01",-3.94775390625
"SYLM","2011-06-01",-3.94775390625
"JBAB","2011-06-01",-4.07986450195312
"NRBW","2011-06-01",-4.5843505859375
"MEBB","2011-06-01",-4.5843505859375
"MEKB","2011-06-01",-4.5843505859375
"MEPA","2011-06-01",-4.5843505859375
"SWAIN","2011-06-01",-3.45724487304688
"OTIS","2011-07-01",-2.47164916992188
"CHSWRR","2011-07-01",-3.12197875976562
"CHSWRG","2011-07-01",-3.12197875976562
"PSSB","2011-07-01",-2.88876342773438
"PSFB","2011-07-01",-2.88876342773438
"SYSE","2011-07-01",-3.14837646484375
"SYSW","2011-07-01",-3.14837646484375
"SYLM","2011-07-01",-3.14837646484375
"JBAB","2011-07-01",-3.376708984375
"NRBW","2011-07-01",-3.83416748046875
"MEBB","2011-07-01",-3.83416748046875
"MEKB","2011-07-01",-3.83416748046875
"MEPA","2011-07-01",-3.83416748046875
"SWAIN","2011-07-01",-2.9884033203125
"OTIS","2011-08-01",-1.42526245117188
"CHSWRR","2011-08-01",-1.16940307617188
"CHSWRG","2011-08-01",-1.16940307617188
"PSSB","2011-08-01",-1.41152954101562
"PSFB","2011-08-01",-1.41152954101562
"SYSE","2011-08-01",-1.82196044921875
"SYSW","2011-08-01",-1.82196044921875
"SYLM","2011-08-01",-1.82196044921875
"JBAB","2011-08-01",-2.11517333984375
"NRBW","2011-08-01",-2.43887329101562
"MEBB","2011-08-01",-2.43887329101562
"MEKB","2011-08-01",-2.43887329101562
"MEPA","2011-08-01",-2.43887329101562
"SWAIN","2011-08-01",-1.7724609375
"OTIS","2011-09-01",-0.281646728515625
"CHSWRR","2011-09-01",0.189666748046875
"CHSWRG","2011-09-01",0.189666748046875
"PSSB","2011-09-01",-0.244781494140625
"PSFB","2011-09-01",-0.244781494140625
"SYSE","2011-09-01",-0.46636962890625
"SYSW","2011-09-01",-0.46636962890625
"SYLM","2011-09-01",-0.46636962890625
"JBAB","2011-09-01",-0.629913330078125
"NRBW","2011-09-01",-0.778106689453125
"MEBB","2011-09-01",-0.778106689453125
"MEKB","2011-09-01",-0.778106689453125
"MEPA","2011-09-01",-0.778106689453125
"SWAIN","2011-09-01",-0.777862548828125
"OTIS","2011-10-01",0.765106201171875
"CHSWRR","2011-10-01",1.26956176757812
"CHSWRG","2011-10-01",1.26956176757812
"PSSB","2011-10-01",1.13235473632812
"PSFB","2011-10-01",1.13235473632812
"SYSE","2011-10-01",1.00003051757812
"SYSW","2011-10-01",1.00003051757812
"SYLM","2011-10-01",1.00003051757812
"JBAB","2011-10-01",1.29705810546875
"NRBW","2011-10-01",1.68359375
"MEBB","2011-10-01",1.68359375
"MEKB","2011-10-01",1.68359375
"MEPA","2011-10-01",1.68359375
"SWAIN","2011-10-01",0.214569091796875
"OTIS","2011-11-01",0.605010986328125
"CHSWRR","2011-11-01",1.04794311523438
"CHSWRG","2011-11-01",1.04794311523438
"PSSB","2011-11-01",0.7109375
"PSFB","2011-11-01",0.7109375
"SYSE","2011-11-01",0.68914794921875
"SYSW","2011-11-01",0.68914794921875
"SYLM","2011-11-01",0.68914794921875
"JBAB","2011-11-01",1.09201049804688
"NRBW","2011-11-01",1.27426147460938
"MEBB","2011-11-01",1.27426147460938
"MEKB","2011-11-01",1.27426147460938
"MEPA","2011-11-01",1.27426147460938
"SWAIN","2011-11-01",-0.012847900390625
"OTIS","2011-12-01",0.2066650390625
"CHSWRR","2011-12-01",0.30328369140625
"CHSWRG","2011-12-01",0.30328369140625
"PSSB","2011-12-01",-0.152740478515625
"PSFB","2011-12-01",-0.152740478515625
"SYSE","2011-12-01",-0.09783935546875
"SYSW","2011-12-01",-0.09783935546875
"SYLM","2011-12-01",-0.09783935546875
"JBAB","2011-12-01",0.137603759765625
"NRBW","2011-12-01",0.006439208984375
"MEBB","2011-12-01",0.006439208984375
"MEKB","2011-12-01",0.006439208984375
"MEPA","2011-12-01",0.006439208984375
"SWAIN","2011-12-01",-0.371673583984375
"OTIS","2012-01-01",0.51812744140625
"CHSWRR","2012-01-01",1.08529663085938
"CHSWRG","2012-01-01",1.08529663085938
"PSSB","2012-01-01",0.75726318359375
"PSFB","2012-01-01",0.75726318359375
"SYSE","2012-01-01",0.563446044921875
"SYSW","2012-01-01",0.563446044921875
"SYLM","2012-01-01",0.563446044921875
"JBAB","2012-01-01",0.446929931640625
"NRBW","2012-01-01",0.403594970703125
"MEBB","2012-01-01",0.403594970703125
"MEKB","2012-01-01",0.403594970703125
"MEPA","2012-01-01",0.403594970703125
"SWAIN","2012-01-01",0.001220703125
"OTIS","2012-02-01",-0.497650146484375
"CHSWRR","2012-02-01",-0.765411376953125
"CHSWRG","2012-02-01",-0.765411376953125
"PSSB","2012-02-01",-0.605133056640625
"PSFB","2012-02-01",-0.605133056640625
"SYSE","2012-02-01",-0.794586181640625
"SYSW","2012-02-01",-0.794586181640625
"SYLM","2012-02-01",-0.794586181640625
"JBAB","2012-02-01",-0.522125244140625
"NRBW","2012-02-01",-0.934234619140625
"MEBB","2012-02-01",-0.934234619140625
"MEKB","2012-02-01",-0.934234619140625
"MEPA","2012-02-01",-0.934234619140625
"SWAIN","2012-02-01",-1.45553588867188
"OTIS","2012-03-01",-1.53115844726562
"CHSWRR","2012-03-01",-2.26766967773438
"CHSWRG","2012-03-01",-2.26766967773438
"PSSB","2012-03-01",-2.02670288085938
"PSFB","2012-03-01",-2.02670288085938
"SYSE","2012-03-01",-2.2373046875
"SYSW","2012-03-01",-2.2373046875
"SYLM","2012-03-01",-2.2373046875
"JBAB","2012-03-01",-1.97491455078125
"NRBW","2012-03-01",-2.30911254882812
"MEBB","2012-03-01",-2.30911254882812
"MEKB","2012-03-01",-2.30911254882812
"MEPA","2012-03-01",-2.30911254882812
"SWAIN","2012-03-01",-2.71054077148438
"OTIS","2012-04-01",-2.39535522460938
"CHSWRR","2012-04-01",-3.62899780273438
"CHSWRG","2012-04-01",-3.62899780273438
"PSSB","2012-04-01",-3.4609375
"PSFB","2012-04-01",-3.4609375
"SYSE","2012-04-01",-3.59283447265625
"SYSW","2012-04-01",-3.59283447265625
"SYLM","2012-04-01",-3.59283447265625
"JBAB","2012-04-01",-3.29489135742188
"NRBW","2012-04-01",-3.59860229492188
"MEBB","2012-04-01",-3.59860229492188
"MEKB","2012-04-01",-3.59860229492188
"MEPA","2012-04-01",-3.59860229492188
"SWAIN","2012-04-01",-3.39923095703125
"OTIS","2012-05-01",-2.92718505859375
"CHSWRR","2012-05-01",-4.32925415039062
"CHSWRG","2012-05-01",-4.32925415039062
"PSSB","2012-05-01",-4.0941162109375
"PSFB","2012-05-01",-4.0941162109375
"SYSE","2012-05-01",-4.26351928710938
"SYSW","2012-05-01",-4.26351928710938
"SYLM","2012-05-01",-4.26351928710938
"JBAB","2012-05-01",-4.02099609375
"NRBW","2012-05-01",-4.38119506835938
"MEBB","2012-05-01",-4.38119506835938
"MEKB","2012-05-01",-4.38119506835938
"MEPA","2012-05-01",-4.38119506835938
"SWAIN","2012-05-01",-3.85232543945312
"OTIS","2012-06-01",-3.06610107421875
"CHSWRR","2012-06-01",-4.48721313476562
"CHSWRG","2012-06-01",-4.48721313476562
"PSSB","2012-06-01",-4.27633666992188
"PSFB","2012-06-01",-4.27633666992188
"SYSE","2012-06-01",-4.561767578125
"SYSW","2012-06-01",-4.561767578125
"SYLM","2012-06-01",-4.561767578125
"JBAB","2012-06-01",-4.41159057617188
"NRBW","2012-06-01",-4.75839233398438
"MEBB","2012-06-01",-4.75839233398438
"MEKB","2012-06-01",-4.75839233398438
"MEPA","2012-06-01",-4.75839233398438
"SWAIN","2012-06-01",-3.87661743164062
"OTIS","2012-07-01",-2.90292358398438
"CHSWRR","2012-07-01",-3.55035400390625
"CHSWRG","2012-07-01",-3.55035400390625
"PSSB","2012-07-01",-3.59326171875
"PSFB","2012-07-01",-3.59326171875
"SYSE","2012-07-01",-3.82119750976562
"SYSW","2012-07-01",-3.82119750976562
"SYLM","2012-07-01",-3.82119750976562
"JBAB","2012-07-01",-3.97601318359375
"NRBW","2012-07-01",-4.23330688476562
"MEBB","2012-07-01",-4.23330688476562
"MEKB","2012-07-01",-4.23330688476562
"MEPA","2012-07-01",-4.23330688476562
"SWAIN","2012-07-01",-3.54681396484375
"OTIS","2012-08-01",-2.2762451171875
"CHSWRR","2012-08-01",-2.5897216796875
"CHSWRG","2012-08-01",-2.5897216796875
"PSSB","2012-08-01",-2.65615844726562
"PSFB","2012-08-01",-2.65615844726562
"SYSE","2012-08-01",-2.96484375
"SYSW","2012-08-01",-2.96484375
"SYLM","2012-08-01",-2.96484375
"JBAB","2012-08-01",-3.1058349609375
"NRBW","2012-08-01",-3.10009765625
"MEBB","2012-08-01",-3.10009765625
"MEKB","2012-08-01",-3.10009765625
"MEPA","2012-08-01",-3.10009765625
"SWAIN","2012-08-01",-2.52706909179688
"OTIS","2012-09-01",-1.13845825195312
"CHSWRR","2012-09-01",-1.30499267578125
"CHSWRG","2012-09-01",-1.30499267578125
"PSSB","2012-09-01",-1.26651000976562
"PSFB","2012-09-01",-1.26651000976562
"SYSE","2012-09-01",-1.56619262695312
"SYSW","2012-09-01",-1.56619262695312
"SYLM","2012-09-01",-1.56619262695312
"JBAB","2012-09-01",-1.68905639648438
"NRBW","2012-09-01",-1.5362548828125
"MEBB","2012-09-01",-1.5362548828125
"MEKB","2012-09-01",-1.5362548828125
"MEPA","2012-09-01",-1.5362548828125
"SWAIN","2012-09-01",-1.37005615234375
"OTIS","2012-10-01",1.09454345703125
"CHSWRR","2012-10-01",1.251953125
"CHSWRG","2012-10-01",1.251953125
"PSSB","2012-10-01",1.01797485351562
"PSFB","2012-10-01",1.01797485351562
"SYSE","2012-10-01",1.01312255859375
"SYSW","2012-10-01",1.01312255859375
"SYLM","2012-10-01",1.01312255859375
"JBAB","2012-10-01",1.30780029296875
"NRBW","2012-10-01",1.160400390625
"MEBB","2012-10-01",1.160400390625
"MEKB","2012-10-01",1.160400390625
"MEPA","2012-10-01",1.160400390625
"SWAIN","2012-10-01",0.47808837890625
"OTIS","2012-11-01",1.1754150390625
"CHSWRR","2012-11-01",1.181396484375
"CHSWRG","2012-11-01",1.181396484375
"PSSB","2012-11-01",0.813201904296875
"PSFB","2012-11-01",0.813201904296875
"SYSE","2012-11-01",0.76580810546875
"SYSW","2012-11-01",0.76580810546875
"SYLM","2012-11-01",0.76580810546875
"JBAB","2012-11-01",0.899993896484375
"NRBW","2012-11-01",0.6181640625
"MEBB","2012-11-01",0.6181640625
"MEKB","2012-11-01",0.6181640625
"MEPA","2012-11-01",0.6181640625
"SWAIN","2012-11-01",0.595855712890625
"OTIS","2012-12-01",0.549407958984375
"CHSWRR","2012-12-01",0.64166259765625
"CHSWRG","2012-12-01",0.64166259765625
"PSSB","2012-12-01",0.336334228515625
"PSFB","2012-12-01",0.336334228515625
"SYSE","2012-12-01",0.352203369140625
