"site","year","SST"
"CHSWRR","2092-01-01",0.699737548828125
"CHSWRG","2092-01-01",0.699737548828125
"PSSB","2092-01-01",0.5372314453125
"PSFB","2092-01-01",0.5372314453125
"SYSE","2092-01-01",0.368804931640625
"SYSW","2092-01-01",0.368804931640625
"SYLM","2092-01-01",0.368804931640625
"JBAB","2092-01-01",0.591217041015625
"NRBW","2092-01-01",1.02645874023438
"MEBB","2092-01-01",1.02645874023438
"MEKB","2092-01-01",1.02645874023438
"MEPA","2092-01-01",1.02645874023438
"SWAIN","2092-01-01",0.591949462890625
"OTIS","2092-02-01",0.237396240234375
"CHSWRR","2092-02-01",-0.53350830078125
"CHSWRG","2092-02-01",-0.53350830078125
"PSSB","2092-02-01",-0.4552001953125
"PSFB","2092-02-01",-0.4552001953125
"SYSE","2092-02-01",-0.60528564453125
"SYSW","2092-02-01",-0.60528564453125
"SYLM","2092-02-01",-0.60528564453125
"JBAB","2092-02-01",-0.266998291015625
"NRBW","2092-02-01",-0.559661865234375
"MEBB","2092-02-01",-0.559661865234375
"MEKB","2092-02-01",-0.559661865234375
"MEPA","2092-02-01",-0.559661865234375
"SWAIN","2092-02-01",-0.6619873046875
"OTIS","2092-03-01",-0.9503173828125
"CHSWRR","2092-03-01",-2.11843872070312
"CHSWRG","2092-03-01",-2.11843872070312
"PSSB","2092-03-01",-1.963623046875
"PSFB","2092-03-01",-1.963623046875
"SYSE","2092-03-01",-2.0875244140625
"SYSW","2092-03-01",-2.0875244140625
"SYLM","2092-03-01",-2.0875244140625
"JBAB","2092-03-01",-1.6861572265625
"NRBW","2092-03-01",-1.9735107421875
"MEBB","2092-03-01",-1.9735107421875
"MEKB","2092-03-01",-1.9735107421875
"MEPA","2092-03-01",-1.9735107421875
"SWAIN","2092-03-01",-1.89581298828125
"OTIS","2092-04-01",-1.70733642578125
"CHSWRR","2092-04-01",-3.06903076171875
"CHSWRG","2092-04-01",-3.06903076171875
"PSSB","2092-04-01",-2.83041381835938
"PSFB","2092-04-01",-2.83041381835938
"SYSE","2092-04-01",-2.9718017578125
"SYSW","2092-04-01",-2.9718017578125
"SYLM","2092-04-01",-2.9718017578125
"JBAB","2092-04-01",-2.65240478515625
"NRBW","2092-04-01",-2.999267578125
"MEBB","2092-04-01",-2.999267578125
"MEKB","2092-04-01",-2.999267578125
"MEPA","2092-04-01",-2.999267578125
"SWAIN","2092-04-01",-2.730224609375
"OTIS","2092-05-01",-2.22616577148438
"CHSWRR","2092-05-01",-3.62069702148438
"CHSWRG","2092-05-01",-3.62069702148438
"PSSB","2092-05-01",-3.48318481445312
"PSFB","2092-05-01",-3.48318481445312
"SYSE","2092-05-01",-3.65478515625
"SYSW","2092-05-01",-3.65478515625
"SYLM","2092-05-01",-3.65478515625
"JBAB","2092-05-01",-3.4066162109375
"NRBW","2092-05-01",-3.81320190429688
"MEBB","2092-05-01",-3.81320190429688
"MEKB","2092-05-01",-3.81320190429688
"MEPA","2092-05-01",-3.81320190429688
"SWAIN","2092-05-01",-3.15316772460938
"OTIS","2092-06-01",-2.48751831054688
"CHSWRR","2092-06-01",-3.37054443359375
"CHSWRG","2092-06-01",-3.37054443359375
"PSSB","2092-06-01",-3.05926513671875
"PSFB","2092-06-01",-3.05926513671875
"SYSE","2092-06-01",-3.2342529296875
"SYSW","2092-06-01",-3.2342529296875
"SYLM","2092-06-01",-3.2342529296875
"JBAB","2092-06-01",-3.11807250976562
"NRBW","2092-06-01",-3.3970947265625
"MEBB","2092-06-01",-3.3970947265625
"MEKB","2092-06-01",-3.3970947265625
"MEPA","2092-06-01",-3.3970947265625
"SWAIN","2092-06-01",-3.19235229492188
"OTIS","2092-07-01",-2.23965454101562
"CHSWRR","2092-07-01",-2.8187255859375
"CHSWRG","2092-07-01",-2.8187255859375
"PSSB","2092-07-01",-2.64666748046875
"PSFB","2092-07-01",-2.64666748046875
"SYSE","2092-07-01",-2.87850952148438
"SYSW","2092-07-01",-2.87850952148438
"SYLM","2092-07-01",-2.87850952148438
"JBAB","2092-07-01",-2.71905517578125
"NRBW","2092-07-01",-2.78494262695312
"MEBB","2092-07-01",-2.78494262695312
"MEKB","2092-07-01",-2.78494262695312
"MEPA","2092-07-01",-2.78494262695312
"SWAIN","2092-07-01",-2.67227172851562
"OTIS","2092-08-01",-1.38894653320312
"CHSWRR","2092-08-01",-1.443603515625
"CHSWRG","2092-08-01",-1.443603515625
"PSSB","2092-08-01",-1.237548828125
"PSFB","2092-08-01",-1.237548828125
"SYSE","2092-08-01",-1.40325927734375
"SYSW","2092-08-01",-1.40325927734375
"SYLM","2092-08-01",-1.40325927734375
"JBAB","2092-08-01",-1.35263061523438
"NRBW","2092-08-01",-1.29507446289062
"MEBB","2092-08-01",-1.29507446289062
"MEKB","2092-08-01",-1.29507446289062
"MEPA","2092-08-01",-1.29507446289062
"SWAIN","2092-08-01",-1.48126220703125
"OTIS","2092-09-01",-0.22802734375
"CHSWRR","2092-09-01",0.256103515625
"CHSWRG","2092-09-01",0.256103515625
"PSSB","2092-09-01",0.31329345703125
"PSFB","2092-09-01",0.31329345703125
"SYSE","2092-09-01",0.17242431640625
"SYSW","2092-09-01",0.17242431640625
"SYLM","2092-09-01",0.17242431640625
"JBAB","2092-09-01",0.21929931640625
"NRBW","2092-09-01",0.462890625
"MEBB","2092-09-01",0.462890625
"MEKB","2092-09-01",0.462890625
"MEPA","2092-09-01",0.462890625
"SWAIN","2092-09-01",-0.206207275390625
"OTIS","2092-10-01",1.91134643554688
"CHSWRR","2092-10-01",1.60867309570312
"CHSWRG","2092-10-01",1.60867309570312
"PSSB","2092-10-01",1.32022094726562
"PSFB","2092-10-01",1.32022094726562
"SYSE","2092-10-01",1.09683227539062
"SYSW","2092-10-01",1.09683227539062
"SYLM","2092-10-01",1.09683227539062
"JBAB","2092-10-01",1.3741455078125
"NRBW","2092-10-01",1.615966796875
"MEBB","2092-10-01",1.615966796875
"MEKB","2092-10-01",1.615966796875
"MEPA","2092-10-01",1.615966796875
"SWAIN","2092-10-01",1.49432373046875
"OTIS","2092-11-01",1.65167236328125
"CHSWRR","2092-11-01",1.300048828125
"CHSWRG","2092-11-01",1.300048828125
"PSSB","2092-11-01",1.13531494140625
"PSFB","2092-11-01",1.13531494140625
"SYSE","2092-11-01",1.155029296875
"SYSW","2092-11-01",1.155029296875
"SYLM","2092-11-01",1.155029296875
"JBAB","2092-11-01",1.39892578125
"NRBW","2092-11-01",1.21588134765625
"MEBB","2092-11-01",1.21588134765625
"MEKB","2092-11-01",1.21588134765625
"MEPA","2092-11-01",1.21588134765625
"SWAIN","2092-11-01",1.46945190429688
"OTIS","2092-12-01",1.00912475585938
"CHSWRR","2092-12-01",0.73297119140625
"CHSWRG","2092-12-01",0.73297119140625
"PSSB","2092-12-01",0.671875
"PSFB","2092-12-01",0.671875
"SYSE","2092-12-01",0.7049560546875
"SYSW","2092-12-01",0.7049560546875
"SYLM","2092-12-01",0.7049560546875
"JBAB","2092-12-01",0.930450439453125
"NRBW","2092-12-01",0.71063232421875
"MEBB","2092-12-01",0.71063232421875
"MEKB","2092-12-01",0.71063232421875
"MEPA","2092-12-01",0.71063232421875
"SWAIN","2092-12-01",0.585235595703125
"OTIS","2093-01-01",0.93658447265625
"CHSWRR","2093-01-01",1.0411376953125
"CHSWRG","2093-01-01",1.0411376953125
"PSSB","2093-01-01",1.06890869140625
"PSFB","2093-01-01",1.06890869140625
"SYSE","2093-01-01",0.9500732421875
"SYSW","2093-01-01",0.9500732421875
"SYLM","2093-01-01",0.9500732421875
"JBAB","2093-01-01",1.33572387695312
"NRBW","2093-01-01",1.7318115234375
"MEBB","2093-01-01",1.7318115234375
"MEKB","2093-01-01",1.7318115234375
"MEPA","2093-01-01",1.7318115234375
"SWAIN","2093-01-01",0.83538818359375
"OTIS","2093-02-01",1.01638793945312
"CHSWRR","2093-02-01",0.44659423828125
"CHSWRG","2093-02-01",0.44659423828125
"PSSB","2093-02-01",0.255584716796875
"PSFB","2093-02-01",0.255584716796875
"SYSE","2093-02-01",0.0791015625
"SYSW","2093-02-01",0.0791015625
"SYLM","2093-02-01",0.0791015625
"JBAB","2093-02-01",-0.021026611328125
"NRBW","2093-02-01",-0.475555419921875
"MEBB","2093-02-01",-0.475555419921875
"MEKB","2093-02-01",-0.475555419921875
"MEPA","2093-02-01",-0.475555419921875
"SWAIN","2093-02-01",0.683074951171875
"OTIS","2093-03-01",0.251861572265625
"CHSWRR","2093-03-01",-0.722808837890625
"CHSWRG","2093-03-01",-0.722808837890625
"PSSB","2093-03-01",-0.77178955078125
"PSFB","2093-03-01",-0.77178955078125
"SYSE","2093-03-01",-1.06472778320312
"SYSW","2093-03-01",-1.06472778320312
"SYLM","2093-03-01",-1.06472778320312
"JBAB","2093-03-01",-1.23001098632812
"NRBW","2093-03-01",-1.65701293945312
"MEBB","2093-03-01",-1.65701293945312
"MEKB","2093-03-01",-1.65701293945312
"MEPA","2093-03-01",-1.65701293945312
"SWAIN","2093-03-01",-0.59674072265625
"OTIS","2093-04-01",-0.68084716796875
"CHSWRR","2093-04-01",-1.9459228515625
"CHSWRG","2093-04-01",-1.9459228515625
"PSSB","2093-04-01",-2.1488037109375
"PSFB","2093-04-01",-2.1488037109375
"SYSE","2093-04-01",-2.25701904296875
"SYSW","2093-04-01",-2.25701904296875
"SYLM","2093-04-01",-2.25701904296875
"JBAB","2093-04-01",-2.33602905273438
"NRBW","2093-04-01",-2.81768798828125
"MEBB","2093-04-01",-2.81768798828125
"MEKB","2093-04-01",-2.81768798828125
"MEPA","2093-04-01",-2.81768798828125
"SWAIN","2093-04-01",-1.45556640625
"OTIS","2093-05-01",-1.51248168945312
"CHSWRR","2093-05-01",-2.856689453125
"CHSWRG","2093-05-01",-2.856689453125
"PSSB","2093-05-01",-3.0694580078125
"PSFB","2093-05-01",-3.0694580078125
"SYSE","2093-05-01",-3.21453857421875
"SYSW","2093-05-01",-3.21453857421875
"SYLM","2093-05-01",-3.21453857421875
"JBAB","2093-05-01",-3.18511962890625
"NRBW","2093-05-01",-3.6644287109375
"MEBB","2093-05-01",-3.6644287109375
"MEKB","2093-05-01",-3.6644287109375
"MEPA","2093-05-01",-3.6644287109375
"SWAIN","2093-05-01",-1.96356201171875
"OTIS","2093-06-01",-1.6064453125
"CHSWRR","2093-06-01",-2.66415405273438
"CHSWRG","2093-06-01",-2.66415405273438
"PSSB","2093-06-01",-2.95306396484375
"PSFB","2093-06-01",-2.95306396484375
"SYSE","2093-06-01",-3.21295166015625
"SYSW","2093-06-01",-3.21295166015625
"SYLM","2093-06-01",-3.21295166015625
"JBAB","2093-06-01",-3.49884033203125
"NRBW","2093-06-01",-3.961181640625
"MEBB","2093-06-01",-3.961181640625
"MEKB","2093-06-01",-3.961181640625
"MEPA","2093-06-01",-3.961181640625
"SWAIN","2093-06-01",-1.46890258789062
"OTIS","2093-07-01",-1.240234375
"CHSWRR","2093-07-01",-2.34152221679688
"CHSWRG","2093-07-01",-2.34152221679688
"PSSB","2093-07-01",-2.51611328125
"PSFB","2093-07-01",-2.51611328125
"SYSE","2093-07-01",-2.6846923828125
"SYSW","2093-07-01",-2.6846923828125
"SYLM","2093-07-01",-2.6846923828125
"JBAB","2093-07-01",-3.062744140625
"NRBW","2093-07-01",-3.52987670898438
"MEBB","2093-07-01",-3.52987670898438
"MEKB","2093-07-01",-3.52987670898438
"MEPA","2093-07-01",-3.52987670898438
"SWAIN","2093-07-01",-1.0181884765625
"OTIS","2093-08-01",-0.323150634765625
"CHSWRR","2093-08-01",-0.94158935546875
"CHSWRG","2093-08-01",-0.94158935546875
"PSSB","2093-08-01",-1.05722045898438
"PSFB","2093-08-01",-1.05722045898438
"SYSE","2093-08-01",-1.3013916015625
"SYSW","2093-08-01",-1.3013916015625
"SYLM","2093-08-01",-1.3013916015625
"JBAB","2093-08-01",-1.6280517578125
"NRBW","2093-08-01",-2.12432861328125
"MEBB","2093-08-01",-2.12432861328125
"MEKB","2093-08-01",-2.12432861328125
"MEPA","2093-08-01",-2.12432861328125
"SWAIN","2093-08-01",-0.009613037109375
"OTIS","2093-09-01",0.747406005859375
"CHSWRR","2093-09-01",0.243011474609375
"CHSWRG","2093-09-01",0.243011474609375
"PSSB","2093-09-01",0.122406005859375
"PSFB","2093-09-01",0.122406005859375
"SYSE","2093-09-01",0.061431884765625
"SYSW","2093-09-01",0.061431884765625
"SYLM","2093-09-01",0.061431884765625
"JBAB","2093-09-01",-0.166961669921875
"NRBW","2093-09-01",-0.70477294921875
"MEBB","2093-09-01",-0.70477294921875
"MEKB","2093-09-01",-0.70477294921875
"MEPA","2093-09-01",-0.70477294921875
"SWAIN","2093-09-01",0.888092041015625
"OTIS","2093-10-01",1.5968017578125
"CHSWRR","2093-10-01",2.20999145507812
"CHSWRG","2093-10-01",2.20999145507812
"PSSB","2093-10-01",2.0550537109375
"PSFB","2093-10-01",2.0550537109375
"SYSE","2093-10-01",1.85256958007812
"SYSW","2093-10-01",1.85256958007812
"SYLM","2093-10-01",1.85256958007812
"JBAB","2093-10-01",1.9554443359375
"NRBW","2093-10-01",2.16799926757812
"MEBB","2093-10-01",2.16799926757812
"MEKB","2093-10-01",2.16799926757812
"MEPA","2093-10-01",2.16799926757812
"SWAIN","2093-10-01",1.34005737304688
"OTIS","2093-11-01",1.80462646484375
"CHSWRR","2093-11-01",2.15673828125
"CHSWRG","2093-11-01",2.15673828125
"PSSB","2093-11-01",1.56838989257812
"PSFB","2093-11-01",1.56838989257812
"SYSE","2093-11-01",1.59689331054688
"SYSW","2093-11-01",1.59689331054688
"SYLM","2093-11-01",1.59689331054688
"JBAB","2093-11-01",1.7664794921875
"NRBW","2093-11-01",1.57699584960938
"MEBB","2093-11-01",1.57699584960938
"MEKB","2093-11-01",1.57699584960938
"MEPA","2093-11-01",1.57699584960938
"SWAIN","2093-11-01",1.580322265625
"OTIS","2093-12-01",1.638427734375
"CHSWRR","2093-12-01",1.53073120117188
"CHSWRG","2093-12-01",1.53073120117188
"PSSB","2093-12-01",0.985137939453125
"PSFB","2093-12-01",0.985137939453125
"SYSE","2093-12-01",0.945953369140625
"SYSW","2093-12-01",0.945953369140625
"SYLM","2093-12-01",0.945953369140625
"JBAB","2093-12-01",0.96209716796875
"NRBW","2093-12-01",0.573516845703125
"MEBB","2093-12-01",0.573516845703125
"MEKB","2093-12-01",0.573516845703125
"MEPA","2093-12-01",0.573516845703125
"SWAIN","2093-12-01",1.4166259765625
"OTIS","2094-01-01",1.86407470703125
"CHSWRR","2094-01-01",1.88845825195312
"CHSWRG","2094-01-01",1.88845825195312
"PSSB","2094-01-01",1.77371215820312
"PSFB","2094-01-01",1.77371215820312
"SYSE","2094-01-01",1.54251098632812
"SYSW","2094-01-01",1.54251098632812
"SYLM","2094-01-01",1.54251098632812
"JBAB","2094-01-01",1.35818481445312
"NRBW","2094-01-01",1.19827270507812
"MEBB","2094-01-01",1.19827270507812
"MEKB","2094-01-01",1.19827270507812
"MEPA","2094-01-01",1.19827270507812
"SWAIN","2094-01-01",1.7747802734375
"OTIS","2094-02-01",0.39825439453125
"CHSWRR","2094-02-01",0.1790771484375
"CHSWRG","2094-02-01",0.1790771484375
"PSSB","2094-02-01",0.24127197265625
"PSFB","2094-02-01",0.24127197265625
"SYSE","2094-02-01",-0.043975830078125
"SYSW","2094-02-01",-0.043975830078125
"SYLM","2094-02-01",-0.043975830078125
"JBAB","2094-02-01",0.020843505859375
"NRBW","2094-02-01",-0.378021240234375
"MEBB","2094-02-01",-0.378021240234375
"MEKB","2094-02-01",-0.378021240234375
"MEPA","2094-02-01",-0.378021240234375
"SWAIN","2094-02-01",-0.67919921875
"OTIS","2094-03-01",-0.56561279296875
"CHSWRR","2094-03-01",-1.05783081054688
"CHSWRG","2094-03-01",-1.05783081054688
"PSSB","2094-03-01",-0.92962646484375
"PSFB","2094-03-01",-0.92962646484375
"SYSE","2094-03-01",-1.254638671875
"SYSW","2094-03-01",-1.254638671875
"SYLM","2094-03-01",-1.254638671875
"JBAB","2094-03-01",-1.16787719726562
"NRBW","2094-03-01",-1.52432250976562
"MEBB","2094-03-01",-1.52432250976562
"MEKB","2094-03-01",-1.52432250976562
"MEPA","2094-03-01",-1.52432250976562
"SWAIN","2094-03-01",-1.7159423828125
"OTIS","2094-04-01",-1.6983642578125
"CHSWRR","2094-04-01",-2.36856079101562
"CHSWRG","2094-04-01",-2.36856079101562
"PSSB","2094-04-01",-2.56137084960938
"PSFB","2094-04-01",-2.56137084960938
"SYSE","2094-04-01",-2.76901245117188
"SYSW","2094-04-01",-2.76901245117188
"SYLM","2094-04-01",-2.76901245117188
"JBAB","2094-04-01",-2.5018310546875
"NRBW","2094-04-01",-2.81988525390625
"MEBB","2094-04-01",-2.81988525390625
"MEKB","2094-04-01",-2.81988525390625
"MEPA","2094-04-01",-2.81988525390625
"SWAIN","2094-04-01",-2.6689453125
"OTIS","2094-05-01",-2.21450805664062
"CHSWRR","2094-05-01",-2.78842163085938
"CHSWRG","2094-05-01",-2.78842163085938
"PSSB","2094-05-01",-2.8861083984375
"PSFB","2094-05-01",-2.8861083984375
"SYSE","2094-05-01",-3.07608032226562
"SYSW","2094-05-01",-3.07608032226562
"SYLM","2094-05-01",-3.07608032226562
"JBAB","2094-05-01",-3.12744140625
"NRBW","2094-05-01",-3.53811645507812
"MEBB","2094-05-01",-3.53811645507812
"MEKB","2094-05-01",-3.53811645507812
"MEPA","2094-05-01",-3.53811645507812
"SWAIN","2094-05-01",-3.0704345703125
"OTIS","2094-06-01",-2.41842651367188
"CHSWRR","2094-06-01",-2.470703125
"CHSWRG","2094-06-01",-2.470703125
"PSSB","2094-06-01",-2.368408203125
"PSFB","2094-06-01",-2.368408203125
"SYSE","2094-06-01",-2.553955078125
"SYSW","2094-06-01",-2.553955078125
"SYLM","2094-06-01",-2.553955078125
"JBAB","2094-06-01",-2.88742065429688
"NRBW","2094-06-01",-3.29800415039062
"MEBB","2094-06-01",-3.29800415039062
"MEKB","2094-06-01",-3.29800415039062
"MEPA","2094-06-01",-3.29800415039062
"SWAIN","2094-06-01",-3.18710327148438
"OTIS","2094-07-01",-2.03143310546875
"CHSWRR","2094-07-01",-1.33480834960938
"CHSWRG","2094-07-01",-1.33480834960938
"PSSB","2094-07-01",-0.778045654296875
"PSFB","2094-07-01",-0.778045654296875
"SYSE","2094-07-01",-1.03512573242188
"SYSW","2094-07-01",-1.03512573242188
"SYLM","2094-07-01",-1.03512573242188
"JBAB","2094-07-01",-1.22476196289062
"NRBW","2094-07-01",-1.46139526367188
"MEBB","2094-07-01",-1.46139526367188
"MEKB","2094-07-01",-1.46139526367188
"MEPA","2094-07-01",-1.46139526367188
"SWAIN","2094-07-01",-2.55856323242188
"OTIS","2094-08-01",-1.14199829101562
"CHSWRR","2094-08-01",-0.314605712890625
"CHSWRG","2094-08-01",-0.314605712890625
"PSSB","2094-08-01",0.43768310546875
"PSFB","2094-08-01",0.43768310546875
"SYSE","2094-08-01",0.08355712890625
"SYSW","2094-08-01",0.08355712890625
"SYLM","2094-08-01",0.08355712890625
"JBAB","2094-08-01",0.18182373046875
"NRBW","2094-08-01",0.145751953125
"MEBB","2094-08-01",0.145751953125
"MEKB","2094-08-01",0.145751953125
"MEPA","2094-08-01",0.145751953125
"SWAIN","2094-08-01",-1.40078735351562
"OTIS","2094-09-01",0.197479248046875
"CHSWRR","2094-09-01",0.631439208984375
"CHSWRG","2094-09-01",0.631439208984375
"PSSB","2094-09-01",0.851531982421875
"PSFB","2094-09-01",0.851531982421875
"SYSE","2094-09-01",0.63995361328125
"SYSW","2094-09-01",0.63995361328125
"SYLM","2094-09-01",0.63995361328125
"JBAB","2094-09-01",0.95660400390625
"NRBW","2094-09-01",1.30191040039062
"MEBB","2094-09-01",1.30191040039062
"MEKB","2094-09-01",1.30191040039062
"MEPA","2094-09-01",1.30191040039062
"SWAIN","2094-09-01",-0.119964599609375
"OTIS","2094-10-01",2.3802490234375
"CHSWRR","2094-10-01",2.51687622070312
"CHSWRG","2094-10-01",2.51687622070312
"PSSB","2094-10-01",1.8570556640625
"PSFB","2094-10-01",1.8570556640625
"SYSE","2094-10-01",1.8760986328125
"SYSW","2094-10-01",1.8760986328125
"SYLM","2094-10-01",1.8760986328125
"JBAB","2094-10-01",1.93243408203125
"NRBW","2094-10-01",1.73794555664062
"MEBB","2094-10-01",1.73794555664062
"MEKB","2094-10-01",1.73794555664062
"MEPA","2094-10-01",1.73794555664062
"SWAIN","2094-10-01",1.98822021484375
"OTIS","2094-11-01",2.139404296875
"CHSWRR","2094-11-01",2.15475463867188
"CHSWRG","2094-11-01",2.15475463867188
"PSSB","2094-11-01",1.45950317382812
"PSFB","2094-11-01",1.45950317382812
"SYSE","2094-11-01",1.59844970703125
"SYSW","2094-11-01",1.59844970703125
"SYLM","2094-11-01",1.59844970703125
"JBAB","2094-11-01",1.875732421875
"NRBW","2094-11-01",1.45187377929688
"MEBB","2094-11-01",1.45187377929688
"MEKB","2094-11-01",1.45187377929688
"MEPA","2094-11-01",1.45187377929688
"SWAIN","2094-11-01",1.5770263671875
"OTIS","2094-12-01",1.42626953125
"CHSWRR","2094-12-01",1.38555908203125
"CHSWRG","2094-12-01",1.38555908203125
"PSSB","2094-12-01",1.08697509765625
"PSFB","2094-12-01",1.08697509765625
"SYSE","2094-12-01",1.06512451171875
"SYSW","2094-12-01",1.06512451171875
"SYLM","2094-12-01",1.06512451171875
"JBAB","2094-12-01",1.2288818359375
"NRBW","2094-12-01",0.780059814453125
"MEBB","2094-12-01",0.780059814453125
"MEKB","2094-12-01",0.780059814453125
"MEPA","2094-12-01",0.780059814453125
"SWAIN","2094-12-01",0.62591552734375
"OTIS","2095-01-01",1.2994384765625
"CHSWRR","2095-01-01",1.89480590820312
"CHSWRG","2095-01-01",1.89480590820312
"PSSB","2095-01-01",2.22885131835938
"PSFB","2095-01-01",2.22885131835938
"SYSE","2095-01-01",2.02511596679688
"SYSW","2095-01-01",2.02511596679688
"SYLM","2095-01-01",2.02511596679688
"JBAB","2095-01-01",2.2935791015625
"NRBW","2095-01-01",2.29824829101562
"MEBB","2095-01-01",2.29824829101562
"MEKB","2095-01-01",2.29824829101562
"MEPA","2095-01-01",2.29824829101562
"SWAIN","2095-01-01",0.8992919921875
"OTIS","2095-02-01",0.80938720703125
"CHSWRR","2095-02-01",0.531341552734375
"CHSWRG","2095-02-01",0.531341552734375
"PSSB","2095-02-01",0.74853515625
"PSFB","2095-02-01",0.74853515625
"SYSE","2095-02-01",0.6009521484375
"SYSW","2095-02-01",0.6009521484375
"SYLM","2095-02-01",0.6009521484375
"JBAB","2095-02-01",0.816314697265625
"NRBW","2095-02-01",0.461395263671875
"MEBB","2095-02-01",0.461395263671875
"MEKB","2095-02-01",0.461395263671875
"MEPA","2095-02-01",0.461395263671875
"SWAIN","2095-02-01",0.448638916015625
"OTIS","2095-03-01",-0.04498291015625
"CHSWRR","2095-03-01",-0.70587158203125
"CHSWRG","2095-03-01",-0.70587158203125
"PSSB","2095-03-01",-0.359283447265625
"PSFB","2095-03-01",-0.359283447265625
"SYSE","2095-03-01",-0.67633056640625
"SYSW","2095-03-01",-0.67633056640625
"SYLM","2095-03-01",-0.67633056640625
"JBAB","2095-03-01",-0.385223388671875
"NRBW","2095-03-01",-0.80303955078125
"MEBB","2095-03-01",-0.80303955078125
"MEKB","2095-03-01",-0.80303955078125
"MEPA","2095-03-01",-0.80303955078125
"SWAIN","2095-03-01",-0.8731689453125
"OTIS","2095-04-01",-0.895263671875
"CHSWRR","2095-04-01",-1.97119140625
"CHSWRG","2095-04-01",-1.97119140625
"PSSB","2095-04-01",-1.89874267578125
"PSFB","2095-04-01",-1.89874267578125
"SYSE","2095-04-01",-2.12188720703125
"SYSW","2095-04-01",-2.12188720703125
"SYLM","2095-04-01",-2.12188720703125
"JBAB","2095-04-01",-1.77078247070312
"NRBW","2095-04-01",-2.0933837890625
"MEBB","2095-04-01",-2.0933837890625
"MEKB","2095-04-01",-2.0933837890625
"MEPA","2095-04-01",-2.0933837890625
"SWAIN","2095-04-01",-1.71133422851562
"OTIS","2095-05-01",-1.50698852539062
"CHSWRR","2095-05-01",-2.53750610351562
"CHSWRG","2095-05-01",-2.53750610351562
"PSSB","2095-05-01",-2.47848510742188
"PSFB","2095-05-01",-2.47848510742188
"SYSE","2095-05-01",-2.634033203125
"SYSW","2095-05-01",-2.634033203125
"SYLM","2095-05-01",-2.634033203125
"JBAB","2095-05-01",-2.51226806640625
"NRBW","2095-05-01",-2.87612915039062
"MEBB","2095-05-01",-2.87612915039062
"MEKB","2095-05-01",-2.87612915039062
"MEPA","2095-05-01",-2.87612915039062
"SWAIN","2095-05-01",-2.305908203125
"OTIS","2095-06-01",-1.42877197265625
"CHSWRR","2095-06-01",-2.31588745117188
"CHSWRG","2095-06-01",-2.31588745117188
"PSSB","2095-06-01",-2.37069702148438
"PSFB","2095-06-01",-2.37069702148438
"SYSE","2095-06-01",-2.54559326171875
"SYSW","2095-06-01",-2.54559326171875
"SYLM","2095-06-01",-2.54559326171875
"JBAB","2095-06-01",-2.66061401367188
"NRBW","2095-06-01",-3.0609130859375
"MEBB","2095-06-01",-3.0609130859375
"MEKB","2095-06-01",-3.0609130859375
"MEPA","2095-06-01",-3.0609130859375
"SWAIN","2095-06-01",-1.9639892578125
"OTIS","2095-07-01",-1.14291381835938
"CHSWRR","2095-07-01",-1.41000366210938
"CHSWRG","2095-07-01",-1.41000366210938
"PSSB","2095-07-01",-1.2911376953125
"PSFB","2095-07-01",-1.2911376953125
"SYSE","2095-07-01",-1.43923950195312
"SYSW","2095-07-01",-1.43923950195312
"SYLM","2095-07-01",-1.43923950195312
"JBAB","2095-07-01",-1.43353271484375
"NRBW","2095-07-01",-1.77536010742188
"MEBB","2095-07-01",-1.77536010742188
"MEKB","2095-07-01",-1.77536010742188
"MEPA","2095-07-01",-1.77536010742188
"SWAIN","2095-07-01",-1.593505859375
"OTIS","2095-08-01",-0.201629638671875
"CHSWRR","2095-08-01",-0.289031982421875
"CHSWRG","2095-08-01",-0.289031982421875
"PSSB","2095-08-01",-0.296630859375
"PSFB","2095-08-01",-0.296630859375
"SYSE","2095-08-01",-0.46771240234375
"SYSW","2095-08-01",-0.46771240234375
"SYLM","2095-08-01",-0.46771240234375
"JBAB","2095-08-01",-0.486328125
"NRBW","2095-08-01",-0.68212890625
"MEBB","2095-08-01",-0.68212890625
"MEKB","2095-08-01",-0.68212890625
"MEPA","2095-08-01",-0.68212890625
"SWAIN","2095-08-01",-0.50408935546875
"OTIS","2095-09-01",0.67218017578125
"CHSWRR","2095-09-01",0.862030029296875
"CHSWRG","2095-09-01",0.862030029296875
"PSSB","2095-09-01",0.96673583984375
"PSFB","2095-09-01",0.96673583984375
"SYSE","2095-09-01",0.7559814453125
"SYSW","2095-09-01",0.7559814453125
"SYLM","2095-09-01",0.7559814453125
"JBAB","2095-09-01",0.96990966796875
"NRBW","2095-09-01",0.92059326171875
"MEBB","2095-09-01",0.92059326171875
"MEKB","2095-09-01",0.92059326171875
"MEPA","2095-09-01",0.92059326171875
"SWAIN","2095-09-01",0.309600830078125
"OTIS","2095-10-01",1.95419311523438
"CHSWRR","2095-10-01",2.72314453125
"CHSWRG","2095-10-01",2.72314453125
"PSSB","2095-10-01",3.13235473632812
"PSFB","2095-10-01",3.13235473632812
"SYSE","2095-10-01",2.96267700195312
"SYSW","2095-10-01",2.96267700195312
"SYLM","2095-10-01",2.96267700195312
"JBAB","2095-10-01",3.31661987304688
"NRBW","2095-10-01",3.30755615234375
"MEBB","2095-10-01",3.30755615234375
"MEKB","2095-10-01",3.30755615234375
"MEPA","2095-10-01",3.30755615234375
"SWAIN","2095-10-01",1.4364013671875
